,Unnamed: 0,Census Tract,Total Population,California County,ZIP,Nearby City,Longitude,Latitude,Traffic,Traffic Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Poverty,Poverty Pctl,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
3521,3573,6085503118,5474,Santa Clara,95122,San Jose,-121.8429997,37.3186901,1054.06,69.97,38.02,4.68,39.85,40.2,42.28,38.8,57.76,72.63473054,1685.0,1.835329341,11.94252094,66056.0,3.29
3530,3582,6037269904,3902,Los Angeles,90034,Los Angeles,-118.411879,34.027809000000005,2544.25,95.26,43.74,5.39,55.12,39.79,41.64,38.5,57.47,98.45931632,1424.0,1.3683196919999998,24.91495391,58853.0,1.82
3531,3583,6075061100,4307,San Francisco,94111,San Francisco,-122.4040647,37.7955998,590.81,40.49,38.85,4.79,42.1,18.82,6.77,74.6,95.93,95.86501901,510.0,0.236692015,35.49805536,17218.0,2.23
3555,3607,6001405500,3643,Alameda ,94606,Oakland,-122.243279,37.7982821,264.6,9.54,31.47,3.88,23.21,97.0,92.01,43.0,64.1,81.17647059,1128.0,1.342414861,15.87405843,50225.0,2.54
3556,3608,6037139503,4657,Los Angeles,91316,Encino,-118.52451940000002,34.167784999999995,3707.67,99.07,46.75,5.76,63.47,31.15,27.28,40.3,60.1,68.30357143,1408.0,1.47358631,30.92730116,52288.0,2.24
3562,3614,6037272202,3378,Los Angeles,90066,Los Angeles,-118.43914879999998,33.9975533,904.25,62.81,48.49,5.97,68.34,34.35,32.19,45.9,68.17,77.21674877,1385.0,1.437807882,21.22910064,64138.0,2.32
3567,3619,6037211704,3016,Los Angeles,90020,Los Angeles,-118.3115783,34.0635115,1309.93,78.46,49.03,6.04,69.91,24.0,14.09,44.4,66.22,90.3786468,1067.0,0.9826194909999999,35.25099765,34303.0,1.81
3577,3629,6037701602,4037,Los Angeles,90404,Santa Monica,-118.4754273,34.0350094,1282.17,77.75,49.25,6.07,70.6,60.62,69.73,22.1,30.81,65.08254127,1664.0,1.4627313659999999,12.24710535,94386.0,2.07
3578,3630,6001407101,3414,Alameda ,94601,Oakland,-122.2143966,37.7831287,392.75,20.42,30.26,3.73,20.31,110.47,94.74,64.1,88.27,64.80392157,1024.0,1.7147058819999998,11.13100578,51691.0,3.47
3619,3673,6041112201,7809,Marin ,94901,San Rafael,-122.505765,37.9659228,298.77,12.09,32.37,3.99,25.33,40.51,42.59,75.7,96.64,93.21428571,1512.0,1.414285714,21.03241852,32452.0,4.39
3715,3771,6075012302,3073,San Francisco,94102,San Francisco,-122.412097,37.7870223,686.51,49.04,38.52,4.74,41.39,54.31,62.09,45.3,67.42,99.47534103,1426.0,0.158447009,83.25314087,39081.0,1.33
3726,3782,6067005510,4291,Sacramento ,95825,Sacramento,-121.4060948,38.5851649,1085.71,71.17,38.42,4.73,41.1,68.77,77.65,40.8,60.73,89.84152783,901.0,1.315318976,15.38329384,38199.0,1.86
3802,3858,6037267502,3243,Los Angeles,90025,Los Angeles,-118.4621616,34.037550200000005,1349.2,79.46,64.64,7.96,95.89,19.39,7.37,28.0,41.46,79.77667494,1483.0,1.390198511,15.00651606,67857.0,2.18
3825,3881,6075012202,2986,San Francisco,94109,San Francisco,-122.4196438,37.78541420000001,851.98,60.15,33.12,4.08,26.93,57.05,65.57,58.7,83.05,95.45745361,988.0,0.159309021,68.14309334,31202.0,1.84
3832,3889,6013336102,7595,Contra Costa,94520,Concord,-122.039845,37.965937,721.73,51.77,27.59,3.4,14.45,125.88,97.13,61.9,86.12,89.42563712,1225.0,1.335488779,16.03025781,37299.0,2.91
3833,3890,6075010700,5592,San Francisco,94133,San Francisco,-122.4100466,37.798514,526.9,33.51,38.74,4.77,41.8,41.3,44.23,62.2,86.37,91.58653846,628.0,0.329326923,55.14532524,22425.0,2.21
3853,3910,6059110014,4905,Orange ,90720,Los Alamitos,-118.0632084,33.8013108,994.58,67.4,56.46,6.95,85.91,30.28,25.56,30.4,45.56,90.28230185,1646.0,1.660694897,11.12352798,67658.0,2.71
3855,3912,6001405600,3137,Alameda ,94610,Oakland,-122.2372726,37.8008019,997.19,67.51,33.85,4.17,28.74,58.65,67.45,38.9,57.81,67.18639263,1185.0,1.389085755,13.31732621,53063.0,2.23
3876,3933,6037271802,5911,Los Angeles,90034,Los Angeles,-118.4124738,34.0198929,1019.86,68.67,42.84,5.28,52.58,39.79,41.64,41.5,61.77,85.22185552,1497.0,1.460946095,19.11277806,60610.0,2.17
3886,3943,6037189800,4021,Los Angeles,90046,Los Angeles,-118.3590366,34.0982925,1371.27,80.06,46.82,5.77,63.61,28.41,22.32,32.2,48.26,82.13256484,1628.0,1.251955537,13.47035433,57412.0,1.58
3887,3944,6073000700,3754,San Diego,92103,San Diego,-117.1513148,32.7447633,975.95,66.56,40.89,5.04,47.27,54.51,62.3,17.8,22.07,70.16645327,1366.0,1.536491677,12.15556067,73945.0,1.92
3897,3954,6073000300,4732,San Diego,92103,San Diego,-117.1622682,32.7447803,1011.62,68.22,36.94,4.55,37.01,54.51,62.3,29.2,43.41,72.02423378,1360.0,1.4016393440000001,12.63461215,63667.0,1.69
3904,3961,6075025100,3077,San Francisco,94110,San Francisco,-122.40767350000002,37.7439369,1798.77,88.37,50.22,6.19,73.3,54.38,62.16,21.5,29.57,28.28571429,1706.0,1.537857143,10.17237816,103700.0,2.55
3913,3970,6037195201,2834,Los Angeles,90027,Los Angeles,-118.2785167,34.1087422,1886.57,89.6,53.6,6.6,80.93,39.29,40.74,20.4,27.59,81.94701171,1467.0,1.4805914969999998,10.93173239,67898.0,1.95
3923,3980,6001403501,4374,Alameda ,94611,Oakland,-122.26007690000002,37.8177294,1142.45,73.32,41.56,5.12,49.33,46.61,51.89,50.2,73.41,87.30158730000001,1010.0,0.85559427,15.63820636,37032.0,1.71
3924,3981,6081606000,4959,San Mateo,94401,San Mateo,-122.3311046,37.5797295,1585.19,84.63,37.04,4.56,37.29,48.62,54.53,41.3,61.5,59.3220339,1673.0,1.495291902,11.14157578,64850.0,2.76
3927,3984,6001441926,4080,Alameda ,94538,Fremont,-121.9787103,37.5408003,609.51,42.55,31.48,3.88,23.24,67.67,76.61,29.5,44.02,81.7679558,1618.0,1.751381215,14.33814663,81250.0,3.19
3959,4016,6037119310,3871,Los Angeles,91402,Panorama City,-118.4516702,34.245020200000006,699.71,49.96,36.69,4.52,36.38,48.29,54.15,50.3,73.53,49.82517483,923.0,1.730769231,10.88843681,42824.0,3.43
3964,4021,6073020213,4028,San Diego,92025,Escondido,-117.0781738,33.1313346,851.35,60.07,32.03,3.95,24.42,21.64,10.21,76.0,96.9,90.35087719,1123.0,1.3810916180000001,12.34463545,32698.0,3.77
3965,4022,6075016100,5366,San Francisco,94115,San Francisco,-122.4286631,37.7799831,585.05,39.84,32.0,3.94,24.36,51.66,58.5,52.7,76.42,92.8132206,758.0,0.6210607229999999,28.54430403,23840.0,2.11
3966,4023,6037141201,3707,Los Angeles,91423,Sherman Oaks,-118.44268259999998,34.1519021,3356.19,98.37,49.33,6.08,70.77,27.31,20.27,32.7,48.94,87.42544732,1557.0,1.435387674,11.74729872,57228.0,2.08
3975,4032,6037189903,2164,Los Angeles,90046,Los Angeles,-118.34771229999998,34.1025152,1137.62,73.15,43.67,5.38,54.97,26.57,18.81,28.9,42.88,79.01150982,1660.0,1.21056195,71.18360542,47150.0,1.45
3983,4040,6037214503,3325,Los Angeles,90036,Los Angeles,-118.3541156,34.0668419,1624.21,85.3,48.64,5.99,68.76,28.2,21.74,23.4,33.34,100.0,1964.0,1.353096179,26.44336534,68125.0,2.19
3998,4055,6037189500,4452,Los Angeles,90068,Los Angeles,-118.32128090000002,34.108410600000006,2552.67,95.34,50.4,6.21,73.7,23.14,12.58,32.6,48.8,87.18143781,1399.0,1.201977938,17.96412976,53311.0,1.49
4016,4073,6073001600,5651,San Diego,92104,San Diego,-117.1213219,32.7521609,1171.91,74.37,27.5,3.39,14.28,66.07,75.05,58.7,83.05,86.77345538,1000.0,1.335926773,12.84912461,32829.0,2.29
4053,4110,6075011300,3143,San Francisco,94108,San Francisco,-122.4093492,37.7946971,559.94,37.32,36.6,4.51,36.08,24.05,14.25,54.2,78.13,88.78748370000001,907.0,0.314211213,60.68375385,24426.0,1.98
4055,4112,6001405800,3965,Alameda ,94606,Oakland,-122.2330985,37.7939452,207.52,5.88,28.64,3.53,16.65,86.89,88.08,48.8,71.88,63.86363636,1179.0,1.651515152,10.2915279,44375.0,3.21
4060,4117,6037700502,4246,Los Angeles,90069,West Hollywood,-118.38070729999998,34.0902917,1079.62,70.97,51.55,6.35,76.29,24.86,15.71,26.9,39.46,69.25989673,1541.0,1.118072289,23.32390823,52377.0,1.51
4064,4121,6073015703,7102,San Diego,92020,El Cajon,-116.9491346,32.7912925,551.07,36.37,28.07,3.46,15.63,40.03,42.03,74.8,96.05,82.77877698,1016.0,1.205935252,13.14188885,23308.0,2.92
4067,4124,6037137103,4199,Los Angeles,91367,Woodland Hills,-118.6013402,34.1744847,1541.57,83.77,54.75,6.74,83.2,40.24,42.34,15.6,17.54,50.39463299,1874.0,1.5146014209999998,13.49815392,66235.0,2.06
4070,4129,6001423400,4685,Alameda ,94703,Berkeley,-122.275884,37.8583737,682.35,48.68,37.47,4.62,38.51,67.79,76.66,30.5,45.72,52.39923225,1365.0,1.29318618,11.16386253,76458.0,2.5
4094,4153,6037272302,4074,Los Angeles,90066,Los Angeles,-118.4274418,34.002109600000004,1015.25,68.42,45.52,5.61,60.02,34.35,32.19,37.9,56.67,87.5257732,1229.0,1.262886598,15.54223944,50865.0,2.28
4097,4156,6037702002,5700,Los Angeles,90405,Santa Monica,-118.4861752,34.005774,951.66,65.26,46.35,5.71,62.25,33.62,31.09,32.2,48.26,78.65624095,1602.0,1.133217492,13.77124183,75764.0,1.85
4100,4159,6073001800,5319,San Diego,92116,San Diego,-117.1186054,32.7628849,2161.67,92.43,34.94,4.3,31.85,50.19,56.5,40.9,60.93,84.48883666,1052.0,1.276537407,13.77190311,44702.0,2.05
4104,4163,6075060502,3216,San Francisco,94134,San Francisco,-122.4199075,37.7109991,351.22,16.52,25.73,3.17,11.04,56.7,65.08,68.5,92.01,77.28706625,440.0,0.976866456,13.92722719,25434.0,3.61
4107,4166,6037920037,7131,Los Angeles,91387,Canyon Country,-118.4506856,34.4133059,1251.51,76.76,34.61,4.26,30.93,32.47,29.44,55.4,79.42,85.32032244,1449.0,1.6996181590000001,10.22817161,50355.0,3.2
4112,4171,6075020800,6577,San Francisco,94110,San Francisco,-122.4191487,37.7594331,745.22,53.42,32.99,4.06,26.62,57.85,66.39,41.4,61.61,84.0829234,1246.0,0.623330991,33.27777438,72632.0,2.15
4127,4186,6037212502,2767,Los Angeles,90005,Los Angeles,-118.3069674,34.0586417,1396.06,80.65,51.16,6.3,75.4,31.04,27.14,43.1,64.3,95.80472921,1156.0,1.089244851,18.61001792,40024.0,2.23
4129,4189,6001405301,2603,Alameda ,94606,Oakland,-122.2513558,37.8020757,404.09,21.33,36.92,4.55,36.96,97.0,92.01,19.5,25.77,88.92551088,1278.0,1.134475939,26.95503756,60928.0,1.91
4134,4194,6075012201,4567,San Francisco,94109,San Francisco,-122.4163535,37.7858464,866.56,60.97,33.8,4.16,28.54,50.2,56.51,44.3,66.03,95.33537623,1342.0,0.23901940800000002,129.1243228,43698.0,1.61
4149,4210,6037700200,6321,Los Angeles,90046,Los Angeles,-118.365303,34.0924899,1119.9,72.5,46.12,5.68,61.72,28.38,22.23,29.3,43.57,88.96520147,1484.0,1.306089744,25.28883899,58403.0,1.57
4154,4215,6075022903,3384,San Francisco,94110,San Francisco,-122.4062364,37.75176210000001,1821.47,88.67,47.64,5.87,65.87,51.5,58.23,27.9,41.27,57.90838375,1651.0,1.263612792,15.12237538,80972.0,2.72
4155,4216,6075020900,4372,San Francisco,94110,San Francisco,-122.4184125,37.7518186,737.37,52.89,31.23,3.85,22.58,57.85,66.39,45.9,68.17,85.95564942,1358.0,0.7370644140000001,24.51310572,59896.0,2.56
4168,4229,6073002707,5369,San Diego,92105,San Diego,-117.0895143,32.752986699999994,482.83,29.05,26.67,3.29,12.53,51.48,58.18,70.8,93.55,93.23640961,948.0,1.332490518,16.69161772,31046.0,3.53
4176,4237,6075022801,5078,San Francisco,94110,San Francisco,-122.41250929999998,37.7607261,813.43,57.75,35.72,4.4,33.86,57.85,66.39,29.3,43.57,59.476117099999996,1765.0,1.19517206,13.6305853,117188.0,2.66
4203,4264,6073002708,5689,San Diego,92115,San Diego,-117.0830585,32.7531727,499.99,30.76,28.75,3.54,16.94,42.49,45.73,78.4,97.79,93.85614386,884.0,1.062937063,12.66249533,26758.0,2.95
4207,4268,6037214901,3083,Los Angeles,90048,Los Angeles,-118.3872385,34.0742811,899.15,62.59,52.19,6.43,77.65,26.53,18.76,32.9,49.19,77.09313264,1830.0,1.214957667,27.51603103,61357.0,1.42
4209,4270,6075016802,3264,San Francisco,94102,San Francisco,-122.4249293,37.7735403,661.18,47.06,35.22,4.34,32.64,90.79,89.63,20.6,27.89,80.10033445,1348.0,0.688405797,33.75678444,79167.0,1.76
4222,4283,6075020200,6269,San Francisco,94103,San Francisco,-122.42417890000002,37.76711629999999,443.41,25.15,31.84,3.92,24.01,71.14,79.4,29.8,44.46,82.43963625,1359.0,0.6365631860000001,38.12178776,58838.0,1.86
4237,4299,6037267404,2806,Los Angeles,90025,Los Angeles,-118.46053329999998,34.0456314,1632.36,85.47,64.01,7.88,95.42,11.22,1.18,32.2,48.26,87.04663212,2008.0,1.373056995,21.96667907,70571.0,2.01
4246,4308,6075031201,6167,San Francisco,94112,San Francisco,-122.4573334,37.7217805,549.94,36.18,27.68,3.41,14.74,55.46,63.51,33.9,50.7,42.71306102,1611.0,1.701966717,15.67038335,80462.0,3.63
4252,4314,6075026100,6810,San Francisco,94112,San Francisco,-122.4431582,37.7196219,922.45,63.62,29.14,3.59,17.67,55.46,63.51,26.1,37.95,42.39839438,1559.0,1.4149523330000002,10.73654145,72350.0,3.59
4264,4326,6037462301,4655,Los Angeles,91106,Pasadena,-118.1270027,34.154954700000005,2337.52,93.81,47.43,5.84,65.19,20.91,9.08,46.1,68.49,76.37883008,1301.0,1.4111420609999998,11.485171800000002,49018.0,2.53
4265,4327,6085506501,7710,Santa Clara,95117,San Jose,-121.9560416,37.2980229,613.46,43.03,31.07,3.83,22.09,31.05,27.18,54.1,78.04,67.51105749999999,1514.0,1.65460394,11.40927935,49539.0,3.08
4279,4341,6075015801,3594,San Francisco,94115,San Francisco,-122.4373557,37.7813029,532.53,34.13,30.11,3.71,19.96,58.87,67.63,41.6,61.94,71.62709902,1109.0,0.792125072,20.32073826,66698.0,2.34
4304,4366,6037141101,4066,Los Angeles,91423,Sherman Oaks,-118.4243044,34.151167,3000.4,97.41,50.04,6.16,72.73,27.83,21.16,24.8,35.89,69.25360475,1565.0,1.468193384,12.95194673,74042.0,2.08
4325,4387,6073000900,5178,San Diego,92104,San Diego,-117.141957,32.7518529,391.67,20.29,32.61,4.02,25.87,59.66,68.76,45.9,68.17,84.4295302,1175.0,1.327852349,19.39842356,50996.0,1.94
4337,4399,6075012100,3833,San Francisco,94102,San Francisco,-122.4118881,37.7888066,720.28,51.64,37.73,4.65,39.07,42.79,46.02,31.8,47.68,93.81153305,1448.0,0.245194562,69.95443923,53595.0,1.54
4375,4438,6037214502,5528,Los Angeles,90036,Los Angeles,-118.3504042,34.0680052,1503.32,82.98,48.9,6.02,69.51,28.2,21.74,35.4,53.07,100.0,2138.0,1.447737285,39.13775494,73802.0,2.2
4379,4442,6075022901,4640,San Francisco,94110,San Francisco,-122.4139453,37.7511975,761.54,54.39,31.92,3.93,24.17,57.85,66.39,40.6,60.4,80.38961039,1641.0,0.755844156,25.03834198,69013.0,3.68
4426,4491,6075010600,3894,San Francisco,94133,San Francisco,-122.4063879,37.7993784,533.6,34.23,37.73,4.65,39.05,40.35,42.5,46.7,69.3,87.36203091,995.0,0.45971302399999997,39.16695237,36949.0,1.97
4444,4509,6037273300,3695,Los Angeles,90291,Venice,-118.4722036,33.9955518,892.37,62.3,48.78,6.01,69.18,32.86,29.92,36.8,54.9,84.48275862,1490.0,1.30726601,11.49184371,61983.0,1.97
4459,4524,6037408724,5362,Los Angeles,91748,Rowland Heights,-117.9033277,33.9841386,967.23,65.95,37.4,4.61,38.32,30.74,26.61,54.9,78.88,93.76205788,1224.0,1.540836013,11.79352468,41934.0,3.55
4467,4532,6037273502,2884,Los Angeles,90291,Venice,-118.472226,33.9867153,612.75,42.96,52.22,6.43,77.76,33.94,31.57,24.7,35.76,80.51001821,1805.0,1.3060109290000002,11.23794937,65222.0,1.76
4469,4534,6073002302,6589,San Diego,92105,San Diego,-117.0963988,32.7525425,433.57,24.09,22.99,2.83,6.7,51.0,57.55,83.5,99.09,92.94813467,876.0,1.347133758,16.82034883,24558.0,3.38
4478,4543,6001405200,4597,Alameda ,94606,Oakland,-122.2433878,37.8052604,1364.82,79.85,38.9,4.79,42.22,53.98,61.5,19.7,26.12,73.90213299999999,1368.0,1.47636972,11.27584265,75417.0,2.13
4483,4549,6037272201,2411,Los Angeles,90066,Los Angeles,-118.4341265,34.00038320000001,917.91,63.45,39.9,4.92,44.67,34.35,32.19,41.7,62.07,83.41924399,1464.0,1.3917525769999999,18.11728383,60955.0,2.31
4493,4559,6081600700,7568,San Mateo,94014,Daly City,-122.4640012,37.7052459,1243.49,76.55,31.72,3.91,23.73,62.3,71.66,29.4,43.77,50.72261072,1426.0,1.5729603730000001,10.75738401,68685.0,3.36
4498,4564,6037463602,5051,Los Angeles,91105,Pasadena,-118.1458929,34.1408046,765.54,54.69,48.98,6.03,69.71,17.91,5.86,27.8,41.07,83.52217546,1727.0,1.219164778,13.476628400000001,76073.0,1.76
4533,4599,6037701502,3841,Los Angeles,90404,Santa Monica,-118.4872348,34.0254597,1123.39,72.63,47.98,5.91,66.85,58.86,67.62,19.8,26.25,84.39153439,1647.0,1.298412698,12.534633099999999,79000.0,1.85
4537,4603,6037271701,5850,Los Angeles,90034,Los Angeles,-118.41922549999998,34.027115,2806.65,96.58,45.43,5.6,59.86,36.23,35.88,19.5,25.77,74.66240227,1649.0,1.509950249,11.42155371,79009.0,2.12
4569,4635,6053000702,6371,Monterey ,93905,Salinas,-121.6108778,36.68463970000001,347.42,16.14,26.12,3.22,11.65,79.51,84.86,77.3,97.49,88.67313916,1001.0,1.534789644,10.30124136,38247.0,4.96
4585,4651,6037576602,3995,Los Angeles,90802,Long Beach,-118.1714209,33.7631621,751.92,53.8,42.91,5.28,52.84,48.18,54.0,25.3,36.67,79.24457741,1209.0,1.267015707,20.37048478,56872.0,1.64
4607,4673,6075022803,4595,San Francisco,94110,San Francisco,-122.4120842,37.7558368,598.66,41.4,33.29,4.1,27.27,57.85,66.39,29.8,44.46,62.48407643,1616.0,1.240127389,22.52401585,99375.0,2.92
4615,4681,6075033204,3821,San Francisco,94132,San Francisco,-122.4804118,37.7196259,753.2,53.89,27.05,3.33,13.32,38.59,39.62,51.7,75.31,100.0,1851.0,1.077938404,17.24924988,44922.0,2.68
4627,4693,6037430724,4812,Los Angeles,91007,Arcadia,-118.0591183,34.127054,1026.66,68.98,41.36,5.09,48.66,14.78,3.15,34.4,51.44,74.03433476,1422.0,1.542918455,13.00799967,56750.0,2.66
4658,4725,6081610800,4721,San Mateo,94061,Redwood City,-122.2260081,37.4700717,576.09,38.98,29.64,3.65,18.87,52.14,59.11,43.1,64.3,90.28436019,1720.0,1.671208531,13.61599568,58500.0,3.07
4667,4734,6073000800,4280,San Diego,92104,San Diego,-117.1420277,32.74478189999999,440.7,24.89,38.9,4.79,42.2,54.32,62.1,31.8,47.68,75.82551977,1103.0,1.2833265390000002,15.65145996,60635.0,1.73
4672,4739,6075025500,8471,San Francisco,94112,San Francisco,-122.4372627,37.72806110000001,1222.54,75.91,33.01,4.07,26.65,55.46,63.51,24.9,36.04,29.00401313,1928.0,1.678949289,10.30354904,103275.0,3.41
4690,4757,6037274100,4418,Los Angeles,90292,Marina del Rey,-118.4489221,33.9875224,1315.51,78.58,64.38,7.93,95.76,28.3,22.03,28.4,42.16,66.42168121,2349.0,1.5581074869999998,14.02768915,106090.0,1.94
4700,4767,6037700501,3687,Los Angeles,90069,West Hollywood,-118.3878271,34.08763560000001,837.62,59.43,47.34,5.83,64.94,22.34,11.4,24.9,36.04,62.45860927,1478.0,1.3572019869999998,16.3724814,82756.0,1.55
4747,4814,6037700902,6517,Los Angeles,90212,Beverly Hills,-118.3944002,34.0620828,1598.92,84.86,50.56,6.23,74.03,17.78,5.75,18.0,22.53,79.44358578,1914.0,1.3947449769999998,13.71671247,79388.0,2.22
4769,4836,6001427900,4567,Alameda ,94501,Alameda,-122.25824540000002,37.7698045,626.18,43.99,41.2,5.07,48.19,61.42,70.69,15.0,16.15,68.92808684,1473.0,1.583446404,10.842779400000001,81117.0,2.34
4777,4844,6037265305,4082,Los Angeles,90024,Los Angeles,-118.4490226,34.0626943,2757.03,96.29,49.41,6.09,70.93,10.13,0.74,66.6,90.47,95.46498278,1648.0,1.01836969,22.68105493,26071.0,2.09
4780,4847,6037576503,4454,Los Angeles,90802,Long Beach,-118.1697407,33.771829100000005,709.45,50.81,32.82,4.04,26.27,45.3,50.03,52.4,76.15,84.12613576,1038.0,1.283270978,24.285095899999998,44464.0,2.25
4787,4855,6075011100,5164,San Francisco,94109,San Francisco,-122.419076,37.7907445,831.61,59.06,35.97,4.43,34.5,57.05,65.57,20.0,26.65,90.59550927,1419.0,0.444191344,50.32763519,84442.0,1.65
4796,4864,6075031202,3137,San Francisco,94112,San Francisco,-122.4523964,37.7193276,1587.68,84.7,31.67,3.9,23.61,55.46,63.51,20.6,27.89,32.13457077,1719.0,1.6206496519999998,11.27398236,73839.0,3.74
4807,4875,6037214400,2877,Los Angeles,90036,Los Angeles,-118.3573276,34.0781666,1629.17,85.42,44.61,5.49,57.67,27.17,20.0,26.3,38.4,94.54214676,1755.0,1.349909036,19.3849718,66902.0,1.79
4816,4884,6037267100,6087,Los Angeles,90025,Los Angeles,-118.4245499,34.0525736,1104.02,71.86,49.07,6.04,69.97,17.78,5.75,22.2,30.99,54.35931308,1744.0,1.579590489,11.09996953,86551.0,2.28
4827,4895,6075010800,4578,San Francisco,94133,San Francisco,-122.4142914,37.7964984,549.97,36.21,37.07,4.57,37.32,24.26,14.62,28.2,41.86,82.59793814,1509.0,0.731546392,43.40821298,94875.0,1.86
4831,4899,6037650604,5412,Los Angeles,90503,Torrance,-118.349124,33.8403641,735.03,52.76,45.82,5.64,60.81,28.34,22.12,38.2,57.07,95.85962145,1357.0,1.294164038,19.91199963,51995.0,2.31
4875,4944,6037576802,3992,Los Angeles,90814,Long Beach,-118.1577274,33.7717856,1005.96,68.04,41.14,5.07,48.01,29.57,24.36,32.3,48.41,78.2309322,1156.0,1.422139831,16.33309901,56065.0,1.98
4879,4948,6001424001,3716,Alameda ,94703,Berkeley,-122.2746683,37.8503526,539.73,34.99,33.81,4.16,28.67,66.19,75.14,46.0,68.32,72.06740117,1380.0,1.2546986390000001,12.30335429,58411.0,2.71
4897,4966,6073001700,4772,San Diego,92116,San Diego,-117.1207142,32.7582452,1747.41,87.63,28.89,3.56,17.21,43.72,47.25,47.6,70.28,74.61746175,1095.0,1.47749775,14.21112006,41534.0,2.06
4910,4979,6075016200,2541,San Francisco,94102,San Francisco,-122.4228856,37.777158,762.12,54.47,35.97,4.43,34.52,122.23,96.8,26.3,38.4,86.9955157,1479.0,0.577914798,26.42075352,80651.0,1.63
4922,4991,6037265202,3611,Los Angeles,90024,Los Angeles,-118.4411825,34.061900200000004,2815.28,96.65,52.38,6.45,78.13,13.51,2.26,26.3,38.4,71.17647059,2252.0,1.321925134,13.15387229,82589.0,1.97
4933,5002,6037265520,4561,Los Angeles,90024,Los Angeles,-118.4423998,34.0513698,2578.44,95.58,54.99,6.77,83.7,11.01,1.07,20.9,28.6,63.09577848,2281.0,1.5220154330000002,11.62044265,92168.0,2.11
4936,5005,6037271702,4134,Los Angeles,90034,Los Angeles,-118.4259054,34.0251282,4378.68,99.77,48.76,6.01,69.12,31.62,28.04,29.1,43.26,77.02196036,1615.0,1.431173005,10.82873879,56531.0,2.35
4949,5019,6085508504,7701,Santa Clara,94086,Sunnyvale,-122.0203525,37.3624639,710.46,50.88,36.43,4.49,35.66,19.99,8.04,31.3,46.83,86.30742049,1855.0,1.502355713,10.73232997,102157.0,2.6
4954,5024,6075025403,4267,San Francisco,94110,San Francisco,-122.4205619,37.7337691,1484.55,82.64,31.21,3.84,22.48,39.86,41.75,33.2,49.65,42.98548721,1323.0,1.4671734619999999,11.33640813,88262.0,3.66
4983,5054,6073001300,6197,San Diego,92104,San Diego,-117.1323173,32.7512721,443.44,25.17,27.96,3.44,15.38,66.07,75.05,39.1,58.16,81.23493976,1220.0,1.39246988,17.10813637,47346.0,1.97
4987,5058,6001403600,4482,Alameda ,94610,Oakland,-122.253492,37.8135127,2123.53,92.05,37.16,4.58,37.59,56.26,64.51,25.4,36.86,84.58498024,1317.0,1.143478261,26.26767687,70600.0,1.82
4996,5067,6001423000,4396,Alameda ,94703,Berkeley,-122.2771352,37.8668441,646.43,45.9,38.44,4.73,41.14,72.52,80.31,17.7,21.91,56.52841782,1693.0,1.215053763,10.82551271,67304.0,2.17
5003,5074,6037274202,4337,Los Angeles,90292,Marina del Rey,-118.46071299999998,33.9719816,617.47,43.39,51.59,6.35,76.37,30.17,25.41,18.6,23.72,55.6547619,1858.0,1.523384354,10.0894771,100357.0,1.91
5005,5076,6037700300,5623,Los Angeles,90069,West Hollywood,-118.3720584,34.0918485,1246.92,76.63,49.94,6.15,72.47,19.73,7.84,21.5,29.57,76.91123653,1530.0,1.270395074,25.98176164,80833.0,1.62
5017,5088,6073002301,2821,San Diego,92115,San Diego,-117.0947635,32.7573492,357.82,17.02,22.79,2.81,6.46,45.47,50.31,64.2,88.41,93.97489540000001,1030.0,1.30041841,11.42384903,28962.0,2.56
5025,5096,6075016000,2465,San Francisco,94102,San Francisco,-122.4224838,37.7823363,778.2,55.43,32.39,3.99,25.35,86.92,88.09,30.3,45.37,72.7691422,1270.0,0.7489925159999999,44.62459741,62719.0,1.59
5028,5099,6037143603,2222,Los Angeles,91602,North Hollywood,-118.3727317,34.14428579999999,2145.96,92.28,65.67,8.09,96.65,24.13,14.36,21.2,29.15,72.34848485,1540.0,1.503030303,10.86872488,65588.0,1.73
5063,5136,6075015900,4350,San Francisco,94115,San Francisco,-122.4293428,37.78334,681.62,48.6,32.8,4.04,26.24,47.16,52.79,37.6,56.23,77.78827977,1714.0,0.732986767,28.89182525,52479.0,2.0
5072,5146,6037267402,4580,Los Angeles,90025,Los Angeles,-118.4659262,34.042074,1380.68,80.26,59.51,7.33,90.84,19.62,7.78,23.6,33.75,84.65272591,1611.0,1.399551904,25.50209601,67063.0,1.76
5076,5150,6085509404,6076,Santa Clara,94040,Mountain View,-122.1055697,37.4018798,605.03,42.14,37.82,4.66,39.25,15.42,3.64,29.7,44.32,63.54826687,1959.0,1.518822214,10.34780315,110552.0,2.64
5080,5154,6001441927,4103,Alameda ,94538,Fremont,-121.976577,37.5465021,556.32,37.0,27.97,3.44,15.44,67.67,76.61,9.6,6.34,77.09497207,2064.0,1.330167598,11.14215734,94056.0,2.53
5092,5167,6075031302,5495,San Francisco,94132,San Francisco,-122.467097,37.7133955,1315.12,78.56,25.07,3.09,9.91,34.5,32.54,36.3,54.29,34.14006179,2011.0,1.55561277,11.47350585,67438.0,3.08
